
$$ --- OPTICAL STATIONS (MPC) ---
 207        Osservatorio Antonio Grosso
 208        Rivalta
 209        Asiago Observatory, Cima Ekar, 67/92 cm Schmidt
 210        Alma-Ata
 211        Scandicci
 212        Observatorio La Dehesilla
 213        Observatorio Montcabre
 214        Garching Observatory
 215        Buchloe
 216        Observatoire des Cote de Meuse
 217        Assah
 218        Hyderabad
 219        Japal-Rangapur
 220        Vainu Bappu Observatory, Kavalur
 221        IAS Observatory, Hakos
 222        Yerres-Canotiers
 223        Madras
 224        Ottmarsheim
 225        Hampsh Northwood Ridge Observatory
 226        Guido Ruggieri Observatory, Padua
 227        York OrbitJet Observatory, Colden
 228        Bruno Zugna Observatory, Trieste
 229        G. C. Gloriosi Astronomical Observatory, Salerno
 230        Mt. Wendelstein Observatory
 231        Vesqueville
 232        Masquefa Observatory
 233        Sauro Donati Astronomical Observatory, San Vito
 234        Coddenham Observatory
 235        CAST Observatory, Talmassons
 236        Tomsk
 237        Baugy
 238        Grorudalen Optical Observatory
 239        Trebur
 240        Herrenberg Sternwarte
 241        Schaerding
 242        Varennes
 243        Umbrella Observatory, Fredenbeck
 244        +0.000000 Geocentric Occultation Observation
 245        +0.0000000 Spitzer Space Telescope
 246        Republi Klet Observatory-KLENOT
 247        +0.0000000 Roving Observer
 248        +0.000000 Hipparcos
 249        +0.0000000 SOHO
 250        +0.0000000 Hubble Space Telescope
 251        Ric Arecibo
 252        Goldstone DSS 13, Fort Irwin
 253        Goldstone DSS 14, Fort Irwin
 254        Haystack, Westford
 255        Yevpatoriya
 256        Virgi Green Bank
 257        Goldstone DSS 25, Fort Irwin
 258        +0.0000000 Gaia
 259        EISCAT Tromso UHF
 260        Siding Spring Observatory-DSS
 261        Palomar Mountain-DSS
 262        European Southern Observatory, La Silla-DSS
 263        Canberra DSS 35
 264        Canberra DSS 36
 265        Canberra DSS 43
 266        New Horizons KBO Search-Subaru
 267        New Horizons KBO Search-CFHT
 268        Magellan-Clay Telescope
 269        Magellan-Baade Telescope
 270        +0.0000000 Unistellar Network, Roving Observer
 271        ATCA, W196 reduction, DSS 47
 272        Canberra DSS 34
 273        +0.0000000 Euclid
 274        +0.0000000 James Webb Space Telescope
 275        +0.0000000 Non-geocentric Occultation Observation
 276        Plonsk
 277        Royal Observatory, Blackford Hill, Edinburgh
 278        Peking, Transit of Venus site
 279        Seeberg Observatory, Gotha (1787-1857)
 280        Lilienthal
 281        Bologna
 282        Nimes
 283        Bremen
 284        Driesen
 285        Flammarion Observatory, Juvisy
 286        Yunnan Observatory
 287        Ceduna 30, UTAS
 288        +0.0000000 SPHEREx
 289        +0.0000000 Nancy Grace Roman Space Telescope
 290        Mt. Graham-VATT
 291        LPL/Spacewatch II
 292        Jersey Burlington, New Jersey
 293        Jersey Burlington remote site
 294        York Astrophysical Obs., College of Staten Island
 295        of C Catholic University Observatory, Washington
 296        York Dudley Observatory, Albany (after 1893)
 297        Middlebury
 298        Van Vleck Observatory
 299        Bosscha Observatory, Lembang
 300        Bisei Spaceguard Center-BATTeRS
 301        Mont Megantic
 302        University of the Andes station
 303        OAN de Llano del Hato, Merida
 304        Las Campanas Observatory
 305        Purple Mountain, Hainan Island station
 306        Observatorio Taya Beixo, Barquisimeto
 307        Hampsh Shattuck Observatory, Hanover
 308        Usuda Deep Space Center, 64-m, Nagano
 309        Cerro Paranal
 310        Minor Planet Center Test Code
 312        Tsingtao field station, Xisha Islands
 318        Quinns Rock
 319        Perth Observatory, Perth-Lowell Telescope
 320        Chiro Observatory
 321        Craigie
 322        Perth Observatory, Bickley-MCT
 323        Perth Observatory, Bickley
 324        Peking Observatory, Shaho Station
 327        Peking Observatory, Xinglong Station
 330        Purple Mountain Observatory, Nanking
 333        Desert Eagle Observatory
 334        Tsingtao
 336        +0.0000000 Lucy
 337        Sheshan
 338        +0.0000000 Psyche
 339        +0.0000000 Trace Gas Orbiter
 340        Toyonaka
 341        Akashina
 342        Shishikui
 343        Korea Younchun
 344        Korea Bohyunsan Optical Astronomy Observatory
 345        Korea Sobaeksan Optical Astronomy Observatory
 346        Korea KNUE Astronomical Observatory
 347        Utsunomiya-Imaizumi
 348        Ayabe
 349        Ageo
 350        Kurohone
 351        Sakamoto
 352        Konan
 353        Nishi Kobe
 354        Kawachi
 355        Hadano
 356        Kogota
 357        Shimotsuma
 358        Nanyo
 359        Wakayama
 360        Kuma Kogen
 361        Sumoto
 362        Ray Observatory
 363        Yamada
 364        YCPM Kagoshima Station
 365        Uto Observatory
 366        Miyasaka Observatory
 367        Yatsuka
 368        Ochiai
 369        Chichibu
 370        Kochi
 371        Tokyo-Okayama
 372        Geisei
 373        Oishi
 374        Minami-Oda Observatory
 375        Uzurano
 376        Uenohara
 377        Kwasan Observatory, Kyoto
 378        Murou
 379        Hamamatsu-Yuto
 380        Ishiki
 381        Tokyo-Kiso
 382        Tokyo-Norikura
 383        Chirorin
 384        Shimada
 385        Nihondaira Observatory
 386        Yatsugatake-Kobuchizawa
 387        Tokyo-Dodaira
 388        Tokyo-Mitaka
 389        Tokyo (before 1938)
 390        Utsunomiya
 391        Sendai Observatory, Ayashi Station
 392        JCPM Sapporo Station
 393        JCPM Sakura Station
 394        JCPM Hamatonbetsu Station
 395        Tokyo-Asahikawa
 396        Asahikawa
 397        Sapporo Science Center
 398        Nagatoro
 399        Kushiro
 400        Kitami
 401        Oosato
 402        Dynic Astronomical Observatory
 403        Kani
 404        Yamamoto
 405        Kamihoriguchi
 406        Bibai
 407        Kahoku
 408        Nyukasa
 409        Kiyose and Mizuho
 410        Sengamine
 411        Oizumi
 412        Iwaki
 413        Siding Spring Observatory
 414        Mount Stromlo
 415        Kambah
 416        Barton
 417        Yanagida Astronomical Observatory
 418        Tamworth
 419        Windsor
 420        Sydney
 421        Mt. Kajigamori, Otoyo
 422        Loomberah
 423        North Ryde
 424        Macquarie
 425        Taylor Range Observatory, Brisbane
 426        Woomera
 427        Stockport
 428        Reedy Creek
 429        Hawker
 430        Rainbow Observatory, near Coonabarabran
 431        Mt. Tarana Observatory, Bathurst
 432        Boambee
 433        Bagnall Beach Observatory
 434        S. Benedetto Po
 435        G. Colombo Astronomical Observatory, Padua
 436        Osservatorio di Livergnano
 437        Haverford
 438        Smith College Observatory, Northampton
 439        Mexico ROTSE-III, Los Alamos
 440        Elginfield Observatory
 441        Swilken Brae, St. Andrews
 442        Gualba Observatory
 443        Obs. Astronomico Plomer, Buenos Aires
 444        Star Cruiser Observatory
 445        Observatorio d'Ontinyent
 446        Kingsnake Observatory, Seguin
 447        Centennial Observatory
 448        Mexico Desert Moon Observatory, Las Cruces
 449        Caro Griffin Hunter Observatory, Bethune
 450        Caro Carla Jane Observatory, Charlotte
 451        West Skies Observatory, Mulvane
 452        Big Cypress Observatory, Fort Lauderdale
 453        Edwards Raven Observatory
 454        Maryland Space Grant Consortium Observatory
 455        +0.61218 US/California CBA Concord
 456        Daventry Observatory
 457        Partizanske
 458        Guadarrama Observatory
 459        Hampsh Smith River Observatory, Danbury
 460        Area 52 Observatory, Nashville
 461        University of Szeged, Piszkesteto Stn. (Konkoly)
 462        Mount Belleview Observatory
 463        Sommers-Bausch Observatory, Boulder
 464        Isla Toby Point Observatory, Narragansett
 465        Zealand Takapuna
 466        Zealand Mount Molehill Observatory, Auckland
 467        Zealand Auckland Observatory
 468        Astronomical Observatory, Campo Catino
 469        Courroux
 470        Ceccano
 471        Houstrup
 472        Merlette
 473        Remanzacco
 474        Zealand Mount John Observatory, Lake Tekapo
 475        Turin (before 1913)
 476        Grange Observatory, Bussoleno
 477        Galleywood
 478        Lamalou-les-Bains
 479        Sollies-Pont
 480        Cockfield
 481        Moorwarfen
 482        St. Andrews
 483        Zealand Carter Observatory, Black Birch Station
 484        Zealand Happy Valley, Wellington
 485        Zealand Carter Observatory, Wellington
 486        Zealand Palmerston North
 487        Macnairston Observatory
 488        Newcastle-upon-Tyne
 489        Hemingford Abbots
 490        Wimborne Minster
 491        Centro Astronomico de Yebes
 492        Mickleover
 493        Calar Alto
 494        Stakenbridge
 495        Altrincham
 496        Bishopstoke
 497        Loudwater
 498        Earls Barton
 499        Cheam
 500        +0.000000 Geocentric
 501        Herstmonceux
 502        Colchester
 503        Cambridge
 504        Le Creusot
 505        Simon Stevin
 506        Bendestorf
 507        Nyenheim
 508        Zeist
 509        La Seyne sur Mer
 510        Siegen
 511        Haute Provence
 512        Leiden (before 1860)
 513        Lyons
 514        Mundenheim (1907-1913)
 515        Volkssternwarte Dhaun, near Kirn
 516        Hamburg (before 1909)
 517        Geneva (from 1967)
 518        Marine Observatory, Hamburg
 519        Meschede
 520        Bonn
 521        Remeis Observatory, Bamberg
 522        Strasbourg
 523        Frankfurt
 524        Mannheim
 525        Marburg
 526        Kiel
 527        Altona
 528        Gottingen
 529        Christiania
 530        Lubeck
 531        Collegio Romano, Rome
 532        Munich
 533        Padua
 534        Leipzig (since 1861)
 535        Palermo
 536        Berlin-Babelsberg
 537        Urania Observatory, Berlin
 538        Pola
 539        Kremsmunster
 540        Linz
 541        Republi Prague
 542        Falkensee
 543        Leipzig (before 1861)
 544        Wilhelm Foerster Observatory, Berlin
 545        Vienna (before 1879)
 546        Oppolzer Observatory, Vienna
 547        Breslau
 548        Berlin (1835-1913)
 549        Uppsala
 550        Schwerin
 551        Hurbanovo
 552        Osservatorio S. Vittore, Bologna
 553        Chorzow
 554        Burgsolms Observatory, Wetzlar
 555        Cracow-Fort Skala
 556        Reintal, near Munich
 557        Republi Ondrejov
 558        Warsaw
 559        Serra La Nave
 560        Madonna di Dossobuono
 561        Piszkesteto Stn. (Konkoly)
 562        Figl Observatory, Vienna
 563        Seewalchen
 564        Herrsching
 565        Bassano Bresciano
 566        Haleakala-NEAT/GEODSS
 567        Chions
 568        Maunakea
 569        Helsinki
 570        Vilnius (since 1939)
 571        Cavriana
 572        Cologne
 573        Eldagsen
 574        Gottolengo
 575        La Chaux de Fonds
 576        Burwash
 577        Metzerlen Observatory
 578        Africa Linden Observatory
 579        Novi Ligure
 580        Graz
 581        Africa Sedgefield
 582        Orwell Park
 583        Odesa-Mayaky
 584        Leningrad
 585        Kyiv comet station
 586        Pic du Midi
 587        Sormano
 588        Eremo di Tizzano
 589        Santa Lucia Stroncone
 590        Metzerlen
 591        Resse Observatory
 592        Solingen
 593        Monte Argentario
 594        Monte Autore
 595        Farra d'Isonzo
 596        Colleverde di Guidonia
 597        Springe
 598        Loiano
 599        Campo Imperatore-CINEOS
 600        TLC Observatory, Bologna
 601        Engelhardt Observatory, Dresden
 602        Urania Observatory, Vienna
 603        Bothkamp
 604        Archenhold Sternwarte, Berlin-Treptow
 605        Marl
 606        Norderstedt
 607        Hagen Observatory, Ronkhausen
 608        Haleakala-AMOS
 609        Osservatorio Polino
 610        Pianoro
 611        Starkenburg Sternwarte, Heppenheim
 612        Lenkerbeck
 613        Heisingen
 614        Soisy-sur-Seine
 615        St. Veran
 616        Republi Brno
 617        Arbonne la Foret
 618        Martigues
 619        Sabadell
 620        Observatorio Astronomico de Mallorca
 621        Bergisch Gladbach
 622        Oberwichtrach
 623        Liege
 624        Dertingen
 625        Kihei-AMOS Remote Maui Experimental Site
 626        Geel
 627        Blauvac
 628        Mulheim-Ruhr
 629        Szeged Observatory
 630        Osenbach
 631        Hamburg-Georgswerder
 632        San Polo A Mosciano
 633        Romito
 634        Crolles
 635        Pergignan
 636        Essen
 637        Hamburg-Himmelsmoor
 638        Detmold
 639        Dresden
 640        Republi Senftenberger Sternwarte
 641        Africa Overberg
 642        Oak Bay, Victoria
 643        OCA-Anza Observatory
 644        Palomar Mountain/NEAT
 645        Mexico Apache Point-Sloan Digital Sky Survey
 646        Santana Observatory, Rancho Cucamonga
 647        Stone Finder Observatory, Calgary
 648        Winer Observatory, Sonoita
 649        Powell Observatory, Louisburg
 650        Temecula
 651        Grasslands Observatory, Tucson
 652        Rock Finder Observatory, Calgary
 653        Torus Observatory, Buckley
 654        Table Mountain Observatory, Wrightwood-PHMC
 655        Sooke
 656        Victoria
 657        Climenhaga Observatory, Victoria
 658        Dominion Astrophysical Observatory
 659        Heron Cove Observatory, Orcas
 660        Leuschner Observatory, Berkeley
 661        Rothney Astrophysical Observatory, Priddis
 662        Lick Observatory, Mount Hamilton
 663        Red Mountain Observatory
 664        Manastash Ridge Observatory
 665        Wallis Observatory
 666        Moorpark College Observatory
 667        Wanapum Dam
 668        San Emigdio Peak
 669        Ojai
 670        Camarillo
 671        Stony Ridge
 672        Mount Wilson
 673        Table Mountain Observatory, Wrightwood
 674        Ford Observatory, Wrightwood
 675        Palomar Mountain
 676        San Clemente
 677        Lake Arrowhead
 678        Fountain Hills
 679        San Pedro Martir
 680        Los Angeles
 681        Calgary
 682        Kanab
 683        Goodricke-Pigott Observatory, Tucson
 684        Prescott
 685        Williams
 686        U. of Minn. Infrared Obs., Mt. Lemmon
 687        Northern Arizona University, Flagstaff
 688        Lowell Observatory, Anderson Mesa Station
 689        U.S. Naval Observatory, Flagstaff
 690        Lowell Observatory, Flagstaff
 691        Steward Observatory, Kitt Peak-Spacewatch
 692        Steward Observatory, Tucson
 693        Catalina Station, Tucson
 694        Tumamoc Hill, Tucson
 695        Kitt Peak
 696        Whipple Observatory, Mt. Hopkins
 697        Kitt Peak, McGraw-Hill
 698        Mt. Bigelow
 699        Lowell Observatory-LONEOS
 700        Chinle
 701        Junk Bond Observatory, Sierra Vista
 702        Mexico Joint Obs. for cometary research, Socorro
 703        Catalina Sky Survey
 704        Mexico Lincoln Laboratory ETS, New Mexico
 705        Mexico Apache Point
 706        Salida
 707        Chamberlin field station
 708        Chamberlin Observatory, Denver
 709        Mexico W & B Observatory, Cloudcroft
 710        MPO Observatory, Florissant
 711        McDonald Observatory, Fort Davis
 712        USAF Academy Observatory, Colorado Springs
 713        Thornton
 714        Bagdad
 715        Mexico Jornada Observatory, Las Cruces
 716        Palmer Divide Observatory, Colorado Springs
 717        Prude Ranch
 718        Tooele
 719        Mexico Etscorn Observatory
 720        Universidad de Monterrey
 721        Lime Creek
 722        +0.49110 US/Texas Missouri City
 723        Cottonwood Observatory, Ada
 724        National Observatory, Tacubaya
 725        Fair Oaks Ranch
 726        Brainerd
 727        Zeno Observatory, Edmond
 728        +0.46194 US/Texas Corpus Christi
 729        Glenlea Astronomical Observatory, Winnipeg
 730        Dako University of North Dakota, Grand Forks
 731        Rose-Hulman Observatory, Terre Haute
 732        Oaxaca
 733        Allen, Texas
 734        Farpoint Observatory, Eskridge
 735        George Observatory, Needville
 736        Houston
 737        New Bullpen Observatory, Alpharetta
 738        Observatory of the State University of Missouri
 739        Sunflower Observatory, Olathe
 740        SFA Observatory, Nacogdoches
 741        Goodsell Observatory, Northfield
 742        Drake University, Des Moines
 743        University of Minnesota, Minneapolis
 744        Doyan Rose Observatory, Indianapolis
 745        Morrison Obervatory, Glasgow
 746        Brooks Observatory, Mt. Pleasant
 747        Highland Road Park Observatory
 748        Van Allen Observatory, Iowa City
 749        Oakwood
 750        Hobbs Observatory, Fall Creek
 751        Lake Saint Louis
 752        Puckett Observatory, Mountain Town
 753        Washburn Observatory, Madison
 754        Yerkes Observatory, Williams Bay
 755        Optec Observatory
 756        Dearborn Observatory, Evanston (bef. July 1939)
 757        Caro High Point
 758        BCC Observatory, Cocoa
 759        Nashville
 760        Goethe Link Observatory, Brooklyn
 761        Zephyrhills
 762        Four Winds Observatory, Lake Leelanau
 763        King City
 764        Puckett Observatory, Stone Mountain
 765        Cincinnati
 766        Michigan State University Obs., East Lansing
 767        Ann Arbor
 768        Dearborn Observatory, Evanston (aft. Oct. 1939)
 769        McMillin Observatory, Columbus
 770        Crescent Moon Observatory, Columbus
 771        Boyeros Observatory, Havana
 772        Boltwood Observatory, Stittsville
 773        Warner and Swasey Observatory, Cleveland
 774        Warner and Swasey Nassau Station, Chardon
 775        Sayre Observatory, South Bethlehem
 776        York Foggy Bottom, Hamilton
 777        Toronto
 778        Allegheny Observatory, Pittsburgh
 779        David Dunlap Observatory, Richmond Hill
 780        Leander McCormick Observatory, Charlottesville
 781        Quito
 782        Quito, comet astrograph station
 783        Rixeyville
 784        York Stull Observatory, Alfred University
 785        Jersey Fitz-Randolph Observatory, Princeton
 786        of C U.S. Naval Obs., Washington (since 1893)
 787        of C U.S. Naval Obs., Washington (before 1893)
 788        Mount Cuba Observatory, Wilmington
 789        York Litchfield Observatory, Clinton
 790        Dominion Observatory, Ottawa
 791        Flower and Cook Observatory, Philadelphia
 792        Isla University of Rhode Island, Quonochontaug
 793        York Dudley Observatory, Albany (before 1893)
 794        York Vassar College Observatory, Poughkeepsie
 795        York Rutherford
 796        Stamford
 797        Yale Observatory, New Haven
 798        Yale Observatory, Bethany
 799        Winchester
 800        Harvard Observatory, Arequipa
 801        Oak Ridge Observatory
 802        Harvard Observatory, Cambridge
 803        Taunton
 804        Santiago-San Bernardo
 805        Santiago-Cerro El Roble
 806        Santiago-Cerro Calan
 807        Cerro Tololo Observatory, La Serena
 808        El Leoncito
 809        European Southern Observatory, La Silla
 810        Wallace Observatory, Westford
 811        Maria Mitchell Observatory, Nantucket
 812        Vina del Mar
 813        Santiago-Quinta Normal (1862-1920)
 814        Isla North Scituate
 815        Santiago-Santa Lucia (1849-1861)
 816        York Rand Observatory
 817        Sudbury
 818        Gemeaux Observatory, Laval
 819        Val-des-Bois
 820        Tarija
 821        Cordoba-Bosque Alegre
 822        Cordoba
 823        Fitchburg
 824        York Lake Clear
 825        Granville
 826        Plessissville
 827        Saint-Felicien
 828        Assonet
 829        Complejo Astronomico El Leoncito
 830        Hampsh Hudson
 831        Rosemary Hill Observatory, University of Florida
 832        Etters
 833        Obs. Astronomico de Mercedes, Buenos Aires
 834        Buenos Aires-AAAA
 835        Drum Hill Station, Chelmsford
 836        Isla Furnace Brook Observatory, Cranston
 837        Jupiter
 838        Dayton
 839        La Plata
 840        Flint
 841        Martin Observatory, Blacksburg
 842        Gettysburg College Observatory
 843        Emerald Lane Observatory, Decatur
 844        Observatorio Astronomico Los Molinos
 845        York Ford Observatory, Ithaca
 846        Principia Astronomical Observatory, Elsah
 847        Lunar Cafe Observator, Flint
 848        Tenagra Observatory, Cottage Grove
 849        Everstar Observatory, Olathe
 850        Cordell-Lorenz Observatory, Sewanee
 851        S Burke-Gaffney Observatory, Halifax
 852        River Moss Observatory, St. Peters
 853        Biosphere 2 Observatory
 854        Sabino Canyon Observatory, Tucson
 855        Wayside Observatory, Minnetonka
 856        Riverside
 857        Iowa Robotic Observatory, Sonoita
 858        Mexico Tebbutt Observatory, Edgewood
 859        Wykrota Observatory-CEAMIG
 860        Valinhos
 861        Barao Geraldo
 862        Saku
 863        Furukawa
 864        Kumamoto
 865        York Emmy Observatory, New Paltz
 866        U.S. Naval Academy, Michelson
 867        Saji Observatory
 868        Hidaka Observatory
 869        Tosa
 870        Campinas
 871        Akou
 872        Tokushima
 873        Kurashiki Observatory
 874        Observatorio do Pico dos Dias, Itajuba
 875        Yorii
 876        Honjo
 877        Okutama
 878        Kagiya
 879        Tokai
 880        Rio de Janeiro
 881        Toyota
 882        JCPM Oi Station
 883        Shizuoka
 884        Kawane
 885        JCPM Yakiimo Station
 886        Mishima
 887        Ojima
 888        Gekko
 889        Karasuyama
 890        JCPM Tone Station
 891        JCPM Kimachi Station
 892        YGCO Hoshikawa and Nagano Stations
 893        Sendai Municipal Observatory
 894        Kiyosato
 895        Hatamae
 896        Yatsugatake South Base Observatory
 897        YGCO Chiyoda Station
 898        Fujieda
 899        Toma
 900        Moriyama
 901        Tajimi
 902        Ootake
 903        Fukuchiyama and Kannabe
 904        Go-Chome and Kobe-Suma
 905        Nachi-Katsuura Observatory
 906        Cobram
 907        Melbourne
 908        Toyama
 909        Snohomish Hilltop Observatory
 910        Caussols-ODAS
 911        York Collins Observatory, Corning Community College
 912        Isla Carbuncle Hill Observatory, Greene
 913        Observatorio Kappa Crucis, Montevideo
 914        Underwood Observatory, Hubbardston
 915        River Oaks Observatory, New Braunfels
 916        Oakley Observatory, Terre Haute
 917        Pacific Lutheran University Keck Observatory
 918        Dako Badlands Observatory, Quinn
 919        Desert Beaver Observatory
 920        York RIT Observatory, Rochester
 921        Mexico SW Institute for Space Research, Cloudcroft
 922        Timberland Observatory, Decatur
 923        The Bradstreet Observatory, St. Davids
 924        Observatoire du Cegep de Trois-Rivieres
 925        Palominas Observatory
 926        Tenagra II Observatory, Nogales
 927        Madison-YRS
 928        York Moonedge Observatory, Northport
 929        Port Allen
 930        S. S. Observatory, Pamatai
 931        Puna'auia
 932        John J. McCarthy Obs., New Milford
 933        Rockland Observatory, Sierra Vista
 934        Poway Valley
 935        Wyrick Observatory, Haymarket
 936        Ibis Observatory, Manhattan
 937        Bradbury Observatory, Stockton-on-Tees
 938        Linhaceira
 939        Observatorio Rodeno
 940        Waterlooville
 941        Observatorio Pla D'Arguines
 942        Grantham
 943        Peverell
 944        Observatorio Geminis, Dos Hermanas
 945        Observatorio Monte Deva
 946        Ametlla de Mar
 947        Saint-Sulpice
 948        Pymoor
 949        Durtal
 950        Island La Palma
 951        Highworth
 952        Marxuquera
 953        Montjoia
 954        Island Teide Observatory
 955        Sassoeiros
 956        Observatorio Pozuelo
 957        Merignac
 958        Observatoire de Dax
 959        Ramonville Saint Agne
 960        Rolvenden
 961        City Observatory, Calton Hill, Edinburgh
 962        Gandia
 963        Werrington
 964        Southend Bradfield
 965        Observacao Astronomica no Algarve, Portimao
 966        Church Stretton
 967        Greens Norton
 968        Haverhill
 969        London-Regents Park
 970        Chelmsford
 971        Lisbon
 972        Dun Echt
 973        Harrow
 974        Genoa Observatory
 975        Observatorio Astronomico de Valencia
 976        Leamington Spa
 977        Markree
 978        Conder Brow
 979        South Wonston
 980        Lancaster
 981        Armagh
 982        Dunsink Observatory, Dublin
 983        San Fernando
 984        Eastfield
 985        Telford
 986        Ascot
 987        of Ma Isle of Man Observatory, Foxdale
 988        Glasgow
 989        Wilfred Hall Observatory, Preston
 990        Madrid
 991        Liverpool (since 1867)
 992        Liverpool (before 1867)
 993        Woolston Observatory
 994        Godalming
 995        Durham
 996        Oxford
 997        Hartwell
 998        London-Mill Hill
 999        Bordeaux-Floirac
 A00        Gravesend
